id,company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,basesalary,stockgrantvalue,bonus
236,Apple,Software Engineer,185000,"Cupertino, CA",2,1.5,120000,40000,25000
237,Uber,Software Engineer,240000,"Palo Alto, CA",8,0,150000,90000,0
238,Expedia,Software Engineer,80000,"London, EN, United Kingdom",8,3,75000,79000,9000
239,Amazon,Software Engineering Manager,350000,"Seattle, WA",12,1,160000,0,0
240,Twitter,Software Engineer,225000,"San Francisco, CA",5,2,155000,0,0
241,Dropbox,Software Engineer,430000,"Seattle, WA",9,3,170000,230000,30000
242,Netflix,Software Engineer,325000,"Los Gatos, CA",1.5,0,325000,0,0
243,Amazon,Software Engineer,218000,"Seattle, WA",7,4,145000,0,0
244,microsoft,Software Engineer,147000,"Bellevue, WA",3,0.5,107000,30000,10000
245,GE Digital,Software Engineer,124000,"New Orleans, LA",12,2,114000,0,10000
246,Amazon,Software Engineer,165000,"New York, NY",0,0,123000,5000,39000
247,Facebook,Product Manager,720000,"Menlo Park, CA",10,2,0,0,0
248,Qualcomm,Software Engineer,210000,"San Diego, CA",14,10,0,0,0
249,CA Technologies,Software Engineer,170000,"Santa Clara, CA",37,9,0,0,0
250,Uber,Software Engineer,481000,"San Francisco, CA",7,2,0,0,0
251,Uber,Software Engineer,190000,"San Francisco, CA",0.8,0,120000,50000,20000
252,Pinterest,Software Engineer,471000,"San Francisco, CA",8,2,209000,262000,0
253,Microsoft,Software Engineer,188000,"Bellevue, WA",10,3,148000,20000,18000
254,Google,Software Engineer,320000,"Mountain View, CA",6.75,0,170000,125000,26000
255,Yahoo,Software Engineer,190000,"Sunnyvale, CA",4,1,149000,18500,22500
256,Google,Software Engineer,480000,"Mountain View, CA",6,2,170000,280000,30000
257,Amazon,Software Engineer,308000,"Seattle, WA",3,1,0,0,0
258,Amazon,Software Engineer,270000,"Irvine, CA",20,2,160000,18000,100000
259,Amazon,Product Manager,315000,"Sunnyvale, CA",16,5,185000,130000,0
260,Google,Software Engineer,260000,"Pittsburgh, PA",6,6,0,0,0
261,Microsoft,Product Manager,148000,"Redmond, WA",0,0,108000,120000,10000
262,Cisco,Software Engineer,180000,"San Jose, CA",5,1,140000,0,40000
263,Starbucks,Software Engineer,120000,"Seattle, WA",5,2,110000,4000,11000
264,Airbnb,Software Engineering Manager,650000,"San Francisco, CA",13,1,0,0,0
265,GE Digital,Software Engineer,140000,"San Ramon, CA",4,4,130000,0,10000
266,Amazon,Software Engineer,172000,"Seattle, WA",12,2,142000,30000,0
267,Uber,Software Engineer,325000,"San Francisco, CA",7,2,161000,140000,25000
268,Microsoft,Software Engineer,266000,"Redmond, WA",13,1,190000,38000,38000
269,Amazon,Product Manager,194000,"Seattle, WA",6,1,148000,105000,70000
270,Microsoft,Software Engineer,150000,"Seattle, WA",4,0,118000,5000,12000
271,Google,Software Engineer,640000,"Mountain View, CA",11,4,210000,380000,50000
272,Toyota Research Institute,Software Engineer,189000,"Boston, MA",0,0,140000,0,49000
273,Microsoft,Software Engineer,230000,"Bellevue, WA",3,0,140000,75000,15000
274,Apple,Software Engineer,150000,"Cupertino, CA",0,0,0,0,0
275,Oracle,Software Engineer,128000,"Santa Clara, CA",9,3,123000,5000,0
276,Apple,Software Engineer,176000,"Cupertino, CA",3,1,126000,25000,20000
277,Activision,Software Engineer,150000,"Los Angeles, CA",15,5,150000,0,0
278,SAP,Software Engineer,205000,"Palo Alto, CA",10,0,185000,0,20000
279,Apple,Software Engineer,275000,"Cupertino, CA",14,1,180000,100000,25000
280,PlayStation,Software Engineer,160000,"San Francisco, CA",3,1,130000,0.001,30000
281,Amazon,Software Engineer,207000,"Seattle, WA",5,2,134000,73000,0
282,Squarespace,Software Engineer,162000,"New York, NY",3,2,142000,20000,0
283,Intel,Software Engineer,170000,"Folsom, CA",7,6,0,0,0
284,Amazon,Product Manager,164000,"Seattle, WA",6,1.5,0,0,0
285,Amazon,Software Engineer,229000,"Seattle, WA",12,1,156000,12000,61000
286,Amazon,Software Engineer,707000,"Seattle, WA",37,2,160000,347000,200000
287,Amazon,Software Engineer,345000,"Seattle, WA",8,7,155000,190000,0
288,Intuit,Software Engineer,160000,"San Diego, CA",3,0,130000,17000,13000
289,Facebook,Software Engineer,535000,"Menlo Park, CA",18,2,215000,830000,50000
290,Linkedin,Software Engineer,270000,"Sunnyvale, CA",5,0,175000,300000,17500
291,Amazon,Software Engineer,240000,"Seattle, WA",3,6,0,0,0
292,Google,Software Engineer,225000,"New York, NY",4,2,130000,60000,25000
293,Microsoft,Software Engineer,210000,"Seattle, WA",10,10,160000,30000,20000
294,Blackbaud,Software Engineer,72000,"Charleston, SC",3,3,72000,0,0
295,Amazon,Software Engineer,300000,"Seattle, WA",3,1,0,0,0
296,LinkedIn,Product Manager,300000,"Mountain View, CA",11,3,188000,50000,30000
297,Salesforce,Software Engineer,163000,"San Francisco, CA",0,0,135000,0,0
298,Oracle,Software Engineer,320000,"Seattle, WA",14,1,0,0,0
299,Amazon,Product Manager,330000,"Seattle, WA",14,2,160000,170000,0
300,CA Technologies,Product Manager,250000,"New York, NY",38,8,200000,0,50000
301,Microsoft,Product Manager,174000,"Seattle, WA",11,3,132000,22000,20000
302,Citadel,Software Engineer,250000,"New York, NY",3,0,175000,0,75000
303,Amazon,Software Engineer,975000,"Seattle, WA",24,7,160000,815000,0
304,Intel,Software Engineer,161000,"Hillsboro, OR",5,4,130000,22000,19000
305,Bloomberg,Software Engineer,207750,"New York, NY",1.5,0,175000,0,25000
306,Apple,Software Engineer,200000,"Cupertino, CA",2,0,125000,50000,25000
307,Microsoft,Product Manager,357000,"Redmond, WA",13,13,201000,100000,50000
308,Pinterest,Software Engineer,255000,"San Francisco, CA",2,2,0,0,0
309,Amazon,Software Engineer,280000,"San Francisco, CA",4,4,16100.000000000002,5100,6800
310,Amazon,Software Engineer,216000,"Seattle, WA",3,0,145000,216000,60000
311,ThoughtWorks,Software Engineer,125000,"San Francisco, CA",8,2,125000,0,0
312,Intel,Software Engineer,120000,"Santa Clara, CA",5,5,0,0,0
313,Yandex,Software Engineer,42000,"Moscow, MC, Russia",12,10,36000,0,8000
314,Amazon,Software Engineer,230000,"Seattle, WA",5,5,130000,100000,0
315,Amazon,Product Manager,277000,"Seattle, WA",13,5.5,156000,121000,0
316,Google,Software Engineer,230000,"Seattle, WA",3.5,2.5,124000,79500,26600
317,Facebook,Software Engineer,230000,"London, EN, United Kingdom",5,1,134000,69000,27000
318,Microsoft,Software Engineer,229000,"Seattle, WA",8.5,8.5,170000,29000,29000
319,Microsoft,Product Manager,208000,"Seattle, WA",10,10,155000,25000,28000
320,Amazon,Software Engineer,160000,"Seattle, WA",6,2,0,0,0
321,AWS,Software Engineer,305000,"London, EN, United Kingdom",20,4,250000,50000,50000
322,Amazon,Software Engineer,185000,"Seattle, WA",6,1,134000,30000,21000
323,Facebook,Software Engineer,470000,"Menlo Park, CA",7,3,215000,0,0
324,Microsoft,Software Engineer,150000,"Bellevue, WA",0,0,107000,30000,10000
325,Microsoft,Product Manager,600000,"Seattle, WA",15,10,210000,350000,150000
326,vmware,Software Engineer,245000,"Palo Alto, CA",10,1,168000,160000,28560
327,Amazon,Software Engineer,240000,"Seattle, WA",16,8,0,0,0
328,Twitter,Software Engineer,397000,"San Francisco, CA",5,5,202000,182000,15000
329,Google,Software Engineering Manager,749000,"Mountain View, CA",28,3.5,247000,430000,70000
330,Amazon,Software Engineer,190000,"Seattle, WA",9,3,115000,75000,0
331,Google,Software Engineer,143000,"Cambridge, EN, United Kingdom",0,0,105000,22500,16000
332,Amazon,Product Manager,247000,"Seattle, WA",5,5,122000,125000,0
333,Amazon,Product Manager,245000,"Vancouver, BC, Canada",25,3,162000,83000,0
334,Amazon,Product Manager,300000,"Seattle, WA",15,3,160000,140000,0
335,Microsoft,Software Engineer,210000,"Redmond, WA",11,11,164000,24000,21000
336,Google,Software Engineer,315000,"San Francisco, CA",12,1.5,191000,78000,60000
337,Apple,Software Engineer,320000,"San Francisco, CA",14,7,0,0,0
338,Symantec,Software Engineer,125000,"Culver City, CA",2,2,105000,10000,10000
339,Apple,Software Engineer,205000,"Cupertino, CA",8,4,135000,60000,10000
340,Amazon,Product Manager,180000,"Boston, MA",13,1,145000,11000,25000
341,Amazon,Software Engineer,650000,"Seattle, WA",8,8,0,0,0
342,Google,Software Engineer,199000,"San Francisco, CA",1,0,135000,44000,20000
343,Capital One,Software Engineer,154000,"Mc Lean, VA",12,0,140000,0,14000
344,Microsoft,Software Engineer,210000,"Redmond, WA",30,18,162000,24000,24000
345,Yelp,Software Engineer,200000,"San Francisco, CA",4,3,150000,50000,10000
346,Nike,Software Engineer,131000,"Portland, OR",4,0,131000,0,0
347,Google,Software Engineer,330000,"Kirkland, WA",20,6,160000,140000,30000
348,Google,Software Engineer,660000,"San Jose, CA",10,3,0,0,0
349,Microsoft,Software Engineer,181000,"Redmond, WA",3,0,147000,75000,40000
350,Amazon,Software Engineer,220000,"Seattle, WA",8,0,150000,10000,60000
351,Mckinsey & Company,Product Manager,190000,"Seattle, WA",9,5,150000,0,40000
352,Microsoft,Software Engineer,175000,"Redmond, WA",5,2,141000,10000,24000
353,Netflix,Software Engineer,346000,"Los Gatos, CA",3,0,330000,16000,0
354,Amazon,Software Engineer,288000,"Sunnyvale, CA",13,0,180000,264000,160000
355,Microsoft,Product Manager,293000,"Boulder, CO",16,5,183000,60000,50000
356,Microsoft,Software Engineer,135750,"Redmond, WA",2,0,120000,15000,12000
357,Microsoft,Software Engineer,238000,"Sunnyvale, CA",10,5,178000,35000,25000
358,Amazon,Product Manager,255000,"Sunnyvale, CA",10,2,163000,32000,45000
359,Oracle,Software Engineer,300000,"Seattle, WA",19,1,185000,115000,0
360,Intel,Software Engineer,196000,"Sunnyvale, CA",0,2.5,153000,15000,28000
361,Twitter,Software Engineer,270000,"San Francisco, CA",7,4,144000,126000,0
362,Apple,Software Engineer,230000,"Cupertino, CA",10,1,155000,80000,15000
363,Microsoft,Software Engineer,350000,"Redmond, WA",20,20,190000,75000,38000
364,Microsoft,Software Engineer,177000,"Redmond, WA",6,4.5,145000,100000,30000
365,Workday,Software Engineer,200000,"Pleasanton, CA",7,1,150000,150000,80000
366,Google,Software Engineer,423000,"Mountain View, CA",9,0,180000,900000,15000
367,Facebook,Product Manager,514000,"Menlo Park, CA",15,0,220000,250000,44000
368,Microsoft,Software Engineer,155500,"Redmond, WA",2,0,130000,12500,13000
369,Intel,Product Manager,126000,"Santa Clara, CA",1,3,0,0,0
370,Tesla,Software Engineer,325000,"Fremont, CA",10,1,180000,100000,45000
371,Qualcomm,Software Engineer,129000,"San Diego, CA",4,4,109000,10000,10000
372,Microsoft,Software Engineer,195000,"Seattle, WA",2,0,130000,31250,33000
373,Nike,Software Engineer,125000,"Beaverton, OR",20,4,109000,0,16000
374,Microsoft,Software Engineer,200000,"Redmond, WA",6,0,137000,17500,13700
375,Capital Group,Software Engineer,240000,"Irvine, CA",18,4,168000,30000,40000
376,Linkedin,Software Engineer,300000,"San Francisco, CA",7,0,180000,350000,75000
377,amazon,Product Manager,580000,"Seattle, WA",12,10,0,0,0
378,Oath,Software Engineer,280000,"San Francisco, CA",9,1,0,0,0
379,Google,Software Engineer,227000,"New York, NY",4,2,137000,65000,24500
380,Google,Product Manager,900000,"Mountain View, CA",18,2,210000,600000,90000
381,Microsoft,Software Engineer,166000,"Seattle, WA",5,5,125000,29000,13000
382,Liberty Mutual,Product Manager,220000,"Seattle, WA",12,2,180000,0,40000
383,Microsoft,Software Engineer,135000,"Redmond, WA",3,1,0,0,0
384,Apple,Software Engineer,162000,"Sunnyvale, CA",0,0,117000,100000,15000
385,Oracle,Software Engineer,205000,"San Jose, CA",1,1,155000,50000,0
386,Microsoft,Software Engineer,150000,"Bellevue, WA",2.5,2.5,115000,25000,10700
387,Intel,Software Engineer,220000,"Santa Clara, CA",4,4,170000,20000,30000
388,Google,Software Engineer,400000,"Mountain View, CA",7,7,0,0,0
389,Microsoft,Software Engineering Manager,320000,"New York, NY",15,10,275000,25000,20000
390,Amazon,Software Engineer,175000,"Seattle, WA",9,2,152000,12000,10000
391,eBay,Software Engineer,240000,"San Jose, CA",14,0,185000,100000,30000
392,Splunk,Software Engineer,290000,"San Jose, CA",3,0,180000,85000,25000
393,Amazon,Product Manager,174000,"Seattle, WA",10,1,145000,80000,0
394,Google,Software Engineer,180000,"London, EN, United Kingdom",3,3,0,0,0
395,Microsoft,Software Engineer,280000,"Seattle, WA",15,9,201000,45000,45000
396,Apple,Software Engineer,151000,"Cupertino, CA",0,0,125000,26250,0
397,Microsoft,Software Engineer,162000,"Redmond, WA",0,0,108000,120000,35000
398,Amazon,Software Engineering Manager,300000,"Seattle, WA",10,1,160000,320000,200000
399,Mutual of Omaha,Software Engineer,105000,"Omaha, NE",2,2,93000,0,12000
400,Zendesk,Software Engineer,166000,"San Francisco, CA",3.8,0.1,130000,36000,0
401,Amazon,Software Engineer,275000,"Palo Alto, CA",3,3,150000,100000,20000
402,Salesforce,Software Engineer,220000,"San Francisco, CA",8,5,170000,25000,25500
403,Microsoft,Software Engineer,160000,"San Francisco, CA",8,1,131000,7000,13000
404,Google,Software Engineer,196000,"Mountain View, CA",1,3,118000,60000,18000
405,Intuit,Software Engineer,205000,"Mountain View, CA",3,3,145000,40000,20000
406,Amazon,Software Engineer,195000,"Seattle, WA",20,2,140000,15000,40000
407,Google,Product Manager,690000,"Seattle, WA",12,7,225000,275000,75000
408,samsung,Software Engineering Manager,280000,"San Jose, CA",30,5,225000,0,55000
409,Microsoft,Software Engineer,340000,"Redmond, WA",8,1,200000,100000,40000
410,Yahoo,Software Engineer,160500,"Sunnyvale, CA",0.58,0.58,128000,13000,19200
411,Oracle,Software Engineering Manager,340000,"Redwood City, CA",16,15,206000,134000,0
412,Qualcomm,Software Engineer,240000,"Santa Clara, CA",15,6,0,0,0
413,Splunk,Software Engineer,160000,"Seattle, WA",5,3,0,0,0
414,Google,Software Engineer,208000,"Mountain View, CA",0,0,116000,65000,17000
415,Amazon,Software Engineer,240000,"Seattle, WA",5.5,5.5,130000,110000,0
416,Autodesk,Software Engineer,131000,"San Francisco, CA",3,3,122000,0,9000
417,Samsung,Software Engineer,180000,"San Francisco, CA",5,2,0,0,0
418,Cisco,Software Engineer,165000,"Waltham, MA",10,1,131000,15000,20000
419,Cisco,Software Engineering Manager,132000,"Philadelphia, PA",7,2,115000,0,15000
420,LinkedIn,Data Scientist,233000,"San Francisco, CA",4,0,162000,220000,10000
421,Credit Karma,Software Engineer,200000,"San Francisco, CA",3,3,0,0,0
422,Dell Technologies,Software Engineer,165000,"San Francisco, CA",4,4,0,0,0
423,Peloton,Software Engineer,175000,"San Francisco, CA",1.5,1.5,0,0,0
424,Amazon,Software Engineer,200000,"Seattle, WA",6,3,0,0,0
425,Amazon,Software Engineer,230000,"Seattle, WA",9,4,0,0,0
426,Apple,Software Engineer,300000,"San Francisco, CA",8,5,0,0,0
427,Facebook,Software Engineer,270000,"San Francisco, CA",3.5,0,160000,90000,20000
428,Bloomberg,Software Engineer,160000,"New York, NY",2,0,135000,0,25000
429,Proofpoint,Software Engineer,410000,"Sunnyvale, CA",13,9,200000,185000,31000
430,Facebook,Software Engineer,209000,"Menlo Park, CA",8,0,140000,55000,14000
431,Intel,Software Engineer,128000,"Santa Clara, CA",2,2,105000,12000,11000
432,Amazon,Product Manager,267000,"Seattle, WA",12,2.75,145000,122000,0
433,Microsoft,Product Manager,176000,"Redmond, WA",8,4,146000,16000,16000
434,Salesforce,Product Manager,180000,"Indianapolis, IN",10,1,0,0,0
435,Northwestern Mutual,Software Engineer,111000,"Milwaukee, WI",8,1,101000,0,10000
436,Google,Software Engineer,173000,"Mountain View, CA",1,0,116000,25000,32000
437,IBM,Product Manager,103000,"Austin, TX",0,0,0,0,0
438,Google,Software Engineer,310000,"Sunnyvale, CA",16,1,155000,470000,15000
439,Oracle,Software Engineer,510000,"Redwood City, CA",15,3,270000,240000,0
440,Amazon,Software Engineer,210000,"Boston, MA",12,4,143000,180000,30000
441,Microsoft,Data Scientist,218000,"Seattle, WA",11,11,165000,28000,23000
442,Box,Software Engineer,320000,"Redwood City, CA",10,0,190000,130000,0
443,SmartThings,Software Engineer,167000,"Minneapolis, MN",12,0.5,145000,0,22000
444,Google,Software Engineer,138000,"Seattle, WA",0,0,94000,30000,14000
445,ebay,Data Scientist,180000,"San Jose, CA",10,5,0,0,0
446,IBM,Software Engineer,96000,"New York, NY",1,1,96000,0,0
447,Salesforce,Software Engineer,190000,"San Francisco, CA",9,1,190000,52500,30000
448,Amazon,Software Engineer,275000,"Seattle, WA",4,4,145000,135000,0
449,Microsoft,Software Engineer,189000,"Redmond, WA",3,3,0,0,0
450,Intuit,Software Engineer,422000,"Mountain View, CA",6,3,203000,171000,47000
451,Intuit,Software Engineer,422000,"Mountain View, CA",6,3,203000,171000,47000
452,BOOKING.COM,Product Manager,105000,"Amsterdam, NH, Netherlands",3,1,85000,25000,10000
453,Credit Karma,Software Engineer,230000,"San Francisco, CA",11,2.5,180000,50000,15000
454,Google,Software Engineer,251000,"Zurich, ZH, Switzerland",8,6,159000,60000,32000
455,Twitter,Data Scientist,500000,"San Francisco, CA",4,4,200000,280000,20000
456,eBay,Software Engineer,163000,"San Jose, CA",1,0,138000,40000,13000
457,Amazon,Software Engineer,135000,"Seattle, WA",2,0,105000,5000,25000
458,Google,Software Engineer,236000,"Seattle, WA",6,0,133000,330000,20000
459,Microsoft,Software Engineer,220000,"Redmond, WA",7,4,160000,40000,20000
460,Google,Software Engineer,500000,"Seattle, WA",25,6,220000,220000,60000
461,Apple,Software Engineer,271000,"Cupertino, CA",12,3,168000,93000,10000
462,Facebook,Software Engineer,511000,"New York, NY",10,5,0,0,0
463,Amazon,Product Manager,325000,"Seattle, WA",12,3,160000,165000,0
464,Microsoft,Product Manager,350000,"Sunnyvale, CA",8,1,0,0,0
465,Google,Product Manager,475000,"Mountain View, CA",10,2,196000,239000,40000
466,Google,Software Engineer,257000,"New York, NY",7,1,156000,78000,23000
467,Apple,Software Engineer,152500,"Cupertino, CA",0,0,115000,17500,20000
468,Akamai,Software Engineer,162000,"Santa Clara, CA",7,1.5,120000,30000,12000
469,Amazon,Software Engineer,169000,"Dublin, DN, Ireland",15,2,105000,64000,0
470,Amazon web services,Software Engineer,230000,"Palo Alto, CA",3,3,0,0,0
471,Linkedin,Software Engineer,284000,"Sunnyvale, CA",10,0,190000,300000,19000
472,Microsoft,Software Engineer,190000,"Redmond, WA",6,4,150000,20000,20000
473,Yandex,Software Engineer,140000,"Moscow, MC, Russia",15,9,0,0,0
474,Hulu,Software Engineer,200000,"Seattle, WA",3,3,137000,36000,27000
475,Google,Product Manager,380000,"Seattle, WA",12,3,185000,0,0
476,Yandex,Software Engineer,112000,"Moscow, MC, Russia",6,5,48000,48000,15000
477,Yandex,Software Engineer,35000,"Moscow, MC, Russia",7,2,35000,0,0
478,Box,Software Engineer,185000,"Redwood City, CA",12,6,0,0,0
479,Amazon,Software Engineer,350000,"Seattle, WA",9,7,150000,200000,0
480,Amazon,Product Manager,217000,"Seattle, WA",10,4,121000,96000,0
481,Apple,Software Engineer,185000,"San Francisco, CA",0,0,115000,50000,20000
482,VMware,Software Engineer,194000,"Palo Alto, CA",7,4.5,138000,26000,23460
